SavingsID,Age,Work_Exp,Annual_Income,ZIP,FamilySize,Edu_Level,OtherLoan_Monthly,Securities_Account,CD_Account,Online_Services,CreditCard,CC_Spend,PersonalLoan (prediction)
291102,37,11,840000,90089,2,Higher Secondary,0,No,No,Yes,Yes,18000,No
291503,44,19,620000,93106,3,Master's and above,0,No,No,No,Yes,8000,No
291904,35,9,1090000,92709,3,Higher Secondary,0,No,No,No,No,0,Yes
292305,41,17,1410000,94022,2,Higher Secondary,9200,No,No,No,No,0,No
292706,56,32,1290000,94065,1,Higher Secondary,0,No,No,No,No,0,No
293107,62,36,300000,94720,3,Bachelor's,0,No,No,Yes,No,0,No
293508,58,34,1480000,95819,1,Higher Secondary,0,No,No,Yes,No,0,No
293909,47,20,250000,95064,3,Bachelor's,0,No,No,Yes,Yes,6700,No
294310,35,10,210000,92182,3,Higher Secondary,11500,No,No,No,No,0,No
294711,29,4,720000,95841,4,Higher Secondary,0,No,No,Yes,No,0,No
295112,43,17,590000,94085,3,Master's and above,8700,No,No,Yes,Yes,9000,No
295513,62,37,830000,91754,3,Bachelor's,18700,Yes,No,No,No,0,No
295914,41,16,100000,94123,2,Bachelor's,0,No,No,Yes,No,0,No
296315,34,9,840000,92009,3,Bachelor's,0,No,No,Yes,No,0,No
296716,50,23,980000,92068,3,Bachelor's,0,No,No,No,No,0,No
297117,47,23,320000,92130,1,Higher Secondary,0,Yes,Yes,Yes,Yes,10000,No
297518,29,5,310000,96064,4,Bachelor's,16100,No,No,Yes,Yes,4000,No
297919,59,34,940000,93940,3,Higher Secondary,0,No,No,No,Yes,5000,No
298320,56,31,210000,90024,2,Master's and above,13700,No,Yes,Yes,Yes,2000,No
298721,61,35,1100000,92521,3,Higher Secondary,0,Yes,No,Yes,No,0,No
299122,58,32,380000,94025,1,Master's and above,0,No,No,No,No,0,No
299523,49,24,390000,92717,1,Master's and above,0,No,No,Yes,No,0,No
299924,45,21,1320000,91103,3,Bachelor's,0,No,Yes,Yes,Yes,12000,Yes
300325,50,24,610000,94301,4,Higher Secondary,0,No,No,Yes,No,0,No
300726,64,38,920000,94086,1,Higher Secondary,0,No,No,Yes,No,0,No
301127,39,15,1190000,92037,2,Higher Secondary,0,No,No,No,No,0,No
301528,58,33,530000,91030,4,Higher Secondary,0,No,No,Yes,No,0,No
301929,62,37,180000,92037,3,Bachelor's,0,No,No,Yes,No,0,No
302330,45,20,1140000,94720,2,Bachelor's,0,No,No,No,No,0,Yes
302731,58,28,900000,93106,1,Master's and above,0,No,No,No,Yes,30000,No
303132,43,18,1400000,95616,1,Higher Secondary,20500,No,No,Yes,No,0,No
303533,28,3,900000,90066,2,Higher Secondary,0,No,No,Yes,Yes,33000,No
303934,26,1,850000,90064,1,Higher Secondary,0,No,No,Yes,No,0,No
304335,49,24,800000,92009,1,Higher Secondary,0,No,No,Yes,No,0,No
304736,66,42,530000,92182,2,Higher Secondary,0,No,No,Yes,Yes,11000,No
305137,33,7,490000,95403,4,Bachelor's,0,No,No,Yes,No,0,No
305538,61,35,1520000,91016,3,Master's and above,0,No,No,Yes,No,0,Yes
305939,64,37,1380000,94709,2,Bachelor's,0,No,No,Yes,No,0,Yes
306340,36,10,800000,94596,4,Bachelor's,0,No,No,Yes,No,0,No
306741,49,23,820000,91902,2,Bachelor's,0,No,No,No,No,0,No
307142,52,27,1950000,90266,1,Higher Secondary,0,No,No,No,No,0,No
307543,61,37,220000,94590,1,Master's and above,0,No,No,Yes,No,0,No
307944,32,6,810000,92626,1,Higher Secondary,0,No,No,Yes,No,0,No
308345,61,37,400000,94539,4,Higher Secondary,0,Yes,Yes,Yes,Yes,22000,No
308746,45,20,1540000,94720,2,Higher Secondary,0,Yes,No,Yes,No,0,No
309147,30,4,490000,93955,3,Bachelor's,0,No,No,No,Yes,11000,No
309548,62,37,850000,95051,4,Bachelor's,0,No,No,Yes,No,0,No
309949,57,32,210000,94112,3,Bachelor's,0,Yes,Yes,Yes,No,0,No
310350,41,17,140000,91330,1,Higher Secondary,0,No,No,No,No,0,No
310751,58,34,600000,92008,4,Bachelor's,0,No,No,No,Yes,16000,No
311152,29,5,1380000,93106,2,Higher Secondary,0,No,No,Yes,No,0,No
311553,53,28,980000,90210,1,Master's and above,35500,No,No,Yes,No,0,No
311954,64,39,220000,90071,4,Bachelor's,0,No,No,No,No,0,No
312355,49,23,490000,94720,1,Bachelor's,0,No,No,Yes,Yes,12000,No
312756,38,14,1020000,95020,2,Higher Secondary,0,No,Yes,Yes,Yes,19000,No
313157,56,30,450000,91103,4,Bachelor's,0,No,No,No,Yes,7000,No
313558,56,31,820000,95348,4,Master's and above,0,No,No,Yes,No,0,No
313959,52,28,810000,91745,3,Bachelor's,0,Yes,No,No,No,0,No
314360,64,39,350000,90266,1,Bachelor's,0,Yes,No,No,No,0,No
314761,53,28,590000,91950,2,Bachelor's,0,No,No,Yes,No,0,No
315162,29,3,520000,92122,3,Bachelor's,0,No,No,Yes,No,0,No
315563,48,24,840000,92152,3,Higher Secondary,16600,No,No,Yes,No,0,No
315964,32,6,850000,90504,1,Bachelor's,10000,No,No,Yes,No,0,No
316365,54,28,650000,94122,1,Higher Secondary,0,No,No,No,Yes,2000,No
316766,37,13,890000,95051,2,Bachelor's,31400,No,No,No,Yes,17000,No
317167,47,21,1090000,95822,4,Higher Secondary,0,No,No,No,No,0,Yes
317568,37,12,810000,94538,1,Higher Secondary,0,No,No,No,No,0,No
317969,64,39,380000,92024,1,Master's and above,10800,No,No,No,No,0,No
318370,43,19,720000,90024,2,Higher Secondary,0,No,No,Yes,No,0,No
318771,33,6,780000,90250,4,Bachelor's,11900,Yes,No,Yes,No,0,No
319172,26,2,1720000,94551,2,Bachelor's,0,No,No,Yes,No,0,Yes
319573,42,18,710000,91614,3,Higher Secondary,10600,Yes,No,Yes,No,0,No
319974,54,28,1650000,92093,1,Master's and above,0,No,Yes,Yes,Yes,41000,Yes
320375,41,16,1200000,92612,2,Higher Secondary,0,No,No,Yes,Yes,39000,No
320776,55,29,390000,92154,1,Higher Secondary,0,No,No,No,Yes,2000,No
321177,65,39,230000,92835,3,Bachelor's,0,No,No,No,Yes,7000,No
321578,50,26,1350000,92121,2,Master's and above,9100,No,No,Yes,No,0,Yes
321979,55,31,120000,95060,2,Higher Secondary,7600,No,No,Yes,Yes,2000,No
322380,62,36,920000,94801,2,Bachelor's,0,No,No,Yes,No,0,No
322781,53,28,1920000,94304,2,Master's and above,0,No,No,No,No,0,Yes
323182,32,7,420000,92634,4,Higher Secondary,0,No,No,Yes,Yes,8000,No
323583,56,32,1580000,94588,3,Master's and above,0,No,No,Yes,No,0,Yes
323984,54,30,1940000,92056,3,Master's and above,58700,Yes,Yes,Yes,Yes,60000,Yes
324385,44,20,1600000,94606,2,Higher Secondary,0,Yes,No,No,No,0,No
324786,48,22,980000,94115,2,Higher Secondary,0,No,No,No,No,0,No
325187,46,22,1640000,94122,2,Higher Secondary,0,No,Yes,Yes,Yes,76000,No
325588,45,21,420000,94305,2,Higher Secondary,0,Yes,No,Yes,No,0,No
325989,45,15,2020000,91380,3,Master's and above,0,No,No,No,No,0,Yes
326390,58,34,100000,92521,4,Higher Secondary,0,No,No,No,No,0,No
326791,29,3,310000,92126,,Bachelor's,0,No,No,Yes,No,0,No
327192,55,30,580000,92028,4,Higher Secondary,0,No,No,Yes,Yes,9000,No
327593,55,29,650000,94501,4,Bachelor's,0,No,No,Yes,No,0,No
327994,41,16,980000,93117,1,Master's and above,0,No,No,No,Yes,40000,No
328395,24,-2,1500000,94720,2,Higher Secondary,0,No,No,Yes,No,0,No
328796,54,29,440000,91301,2,Master's and above,0,No,No,Yes,No,0,No
329197,57,32,150000,92806,2,Master's and above,0,No,No,No,Yes,2000,No
329598,30,6,820000,93657,2,Higher Secondary,0,No,No,No,No,0,No
329999,42,17,610000,94998,3,Master's and above,0,No,No,Yes,No,0,No
330400,29,2,380000,93063,1,Bachelor's,0,No,No,No,No,0,No
330801,29,3,390000,95051,4,Master's and above,0,No,No,Yes,No,0,No
331202,31,7,1730000,91040,1,Higher Secondary,0,No,No,Yes,No,0,No
331603,47,23,80000,92612,4,Higher Secondary,0,No,No,Yes,No,0,No
332004,36,12,510000,92521,3,Higher Secondary,21400,No,No,Yes,No,0,No
332405,52,27,620000,92661,4,Master's and above,8200,No,No,No,No,0,No
332806,54,28,340000,94061,4,Bachelor's,0,No,No,Yes,No,0,No
333207,55,29,1320000,95758,3,Bachelor's,30700,No,No,No,No,0,Yes
333608,53,27,440000,94542,4,Master's and above,0,No,No,No,No,0,No
334009,52,27,1620000,92096,1,Higher Secondary,0,No,No,Yes,No,0,No
334410,64,39,640000,92068,3,Higher Secondary,0,No,No,Yes,No,0,No
334811,54,29,1110000,94304,1,Master's and above,0,No,No,No,Yes,1000,No
335212,32,6,410000,92182,2,Master's and above,0,No,No,No,No,0,No
335613,63,33,520000,94720,4,Master's and above,0,No,No,No,No,0,No
336014,36,10,650000,90089,4,Bachelor's,0,No,No,No,No,0,No
336415,50,25,1300000,94720,1,Bachelor's,0,No,No,Yes,No,0,Yes
336816,33,8,450000,93943,2,Higher Secondary,0,No,No,No,Yes,1000,No
337217,62,38,350000,94596,1,Bachelor's,11800,No,No,No,No,0,No
337618,49,23,650000,94035,3,Bachelor's,26300,No,No,Yes,Yes,7000,No
338019,41,15,380000,90291,2,Higher Secondary,9100,No,No,Yes,No,0,No
338420,51,27,420000,95039,4,Bachelor's,0,No,No,Yes,Yes,11000,No
338821,56,30,450000,90024,4,Master's and above,0,No,No,No,No,0,No
339222,51,25,1450000,90740,1,Higher Secondary,0,No,No,Yes,No,0,No
339623,39,13,330000,92093,4,Master's and above,0,No,No,No,No,0,No
340024,61,35,600000,96091,3,Master's and above,0,No,No,No,No,0,No
340425,35,9,450000,90509,1,Higher Secondary,0,No,No,Yes,Yes,20000,No
340826,39,15,720000,94801,4,Higher Secondary,0,Yes,No,Yes,No,0,No
341227,37,11,340000,95616,3,Bachelor's,0,No,No,No,No,0,No
341628,48,21,230000,93555,3,Bachelor's,0,No,No,Yes,No,0,No
342029,63,37,450000,94542,2,Master's and above,8800,No,No,Yes,Yes,10000,No
342430,35,9,280000,94542,4,Higher Secondary,7500,No,No,Yes,No,0,No
342831,55,30,810000,90254,4,Bachelor's,0,No,No,Yes,No,0,No
343232,29,5,720000,92407,3,Bachelor's,8100,No,No,No,No,0,No
343633,61,31,490000,94066,4,Master's and above,0,No,No,Yes,No,0,No
344034,36,10,310000,90630,4,Bachelor's,0,No,No,No,No,0,No
344435,61,35,630000,94939,3,Master's and above,0,No,No,No,No,0,No
344836,36,12,1500000,95138,4,Higher Secondary,0,Yes,Yes,Yes,No,0,Yes
345237,58,33,1420000,92691,2,Higher Secondary,19300,No,No,Yes,Yes,39000,No
345638,42,17,740000,92123,3,Higher Secondary,0,No,No,No,Yes,30000,No
346039,30,4,240000,92096,1,Bachelor's,8100,No,No,Yes,No,0,No
346440,45,20,290000,92507,4,Master's and above,0,No,No,No,No,0,No
346841,39,15,790000,92646,4,Higher Secondary,0,No,No,No,No,0,No
347242,27,3,940000,92373,,Higher Secondary,31000,No,No,No,Yes,2000,No
347643,57,33,1210000,94542,1,Higher Secondary,0,Yes,No,No,No,0,No
348044,34,10,540000,92101,3,Higher Secondary,0,No,No,No,No,0,No
348445,64,39,730000,94720,3,Higher Secondary,0,No,No,Yes,No,0,No
348846,47,23,710000,95762,1,Master's and above,12700,No,No,Yes,No,0,No
349247,44,17,290000,94706,3,Bachelor's,0,No,No,Yes,Yes,10000,No
349648,51,27,930000,92154,1,Higher Secondary,0,No,No,Yes,No,0,No
350049,40,14,730000,94539,1,Master's and above,25200,No,No,Yes,No,0,No
350450,57,32,190000,94720,4,Bachelor's,0,No,No,Yes,No,0,No
350851,33,8,580000,94305,2,Higher Secondary,0,Yes,Yes,Yes,Yes,1000,No
351252,46,20,390000,95054,1,Higher Secondary,0,No,No,No,No,0,No
351653,41,16,230000,94521,2,Bachelor's,0,Yes,No,Yes,No,0,No
352054,33,7,290000,92064,1,Master's and above,12700,No,No,No,Yes,6000,No
352455,27,2,1550000,95138,1,Higher Secondary,0,No,No,No,No,0,No
352856,52,28,900000,95814,1,Bachelor's,0,Yes,No,Yes,No,0,No
353257,59,33,1130000,92152,2,Higher Secondary,7700,No,No,Yes,No,0,No
353658,62,38,420000,94025,1,Master's and above,0,No,No,No,No,0,No
354059,49,25,300000,95616,4,Higher Secondary,0,No,Yes,Yes,Yes,2000,No
354460,45,19,190000,94720,3,Bachelor's,0,No,No,Yes,No,0,No
354861,63,37,1240000,92182,3,Bachelor's,17000,No,No,No,No,0,Yes
355262,57,31,300000,95841,2,Bachelor's,14500,No,No,No,No,0,No
355663,60,30,280000,92354,1,Master's and above,12400,Yes,No,Yes,No,0,No
356064,50,23,150000,94025,2,Bachelor's,10100,No,No,No,No,0,No
356465,54,30,700000,90095,1,Master's and above,26500,No,No,No,No,0,No
356866,28,2,100000,94080,1,Bachelor's,0,No,No,Yes,No,0,No
357267,60,34,220000,92037,3,Master's and above,13900,No,No,Yes,Yes,3000,No
357668,44,20,700000,94611,4,Higher Secondary,0,No,No,Yes,No,0,No
358069,61,35,610000,94708,1,Higher Secondary,0,No,No,No,No,0,No
358470,40,15,1610000,94596,2,Higher Secondary,0,Yes,No,No,Yes,33000,No
358871,54,30,290000,93014,2,Higher Secondary,0,No,No,No,Yes,8000,No
359272,43,19,350000,92106,3,Higher Secondary,0,No,No,Yes,No,0,No
359673,54,28,480000,96091,4,Bachelor's,0,No,No,Yes,No,0,No
360074,32,7,440000,90095,4,Higher Secondary,0,No,No,Yes,No,0,No
360475,24,0,880000,90740,3,Higher Secondary,13400,No,No,No,No,0,No
360876,30,4,400000,92056,4,Master's and above,0,No,No,Yes,Yes,21000,No
361277,61,36,210000,95616,4,Bachelor's,12300,No,No,No,No,0,No
361678,40,14,580000,94025,2,Higher Secondary,0,No,No,Yes,No,0,No
362079,35,11,590000,95123,4,Bachelor's,0,No,No,No,No,0,No
362480,33,3,740000,95616,4,Master's and above,0,No,No,No,No,0,No
362881,63,37,840000,91768,4,Bachelor's,0,No,No,Yes,No,0,No
363282,57,31,580000,91604,1,Higher Secondary,17700,No,No,Yes,No,0,No
363683,44,19,1540000,92116,2,Higher Secondary,0,No,No,Yes,No,0,No
364084,51,25,1850000,94117,1,Higher Secondary,0,No,No,No,No,0,No
364485,51,26,780000,92703,1,Higher Secondary,30500,No,No,Yes,No,0,No
364886,38,13,550000,91709,2,Bachelor's,0,No,No,Yes,No,0,No
365287,31,5,300000,94304,4,Bachelor's,0,No,No,Yes,No,0,No
365688,54,29,740000,93907,3,Bachelor's,0,No,No,No,No,0,No
366089,41,16,1180000,94720,2,Higher Secondary,0,No,No,Yes,No,0,No
366490,57,33,1820000,94114,2,Master's and above,37200,No,No,No,No,0,Yes
366891,24,-2,820000,91103,2,Master's and above,0,No,No,Yes,Yes,16000,No
367292,55,29,290000,92780,4,Master's and above,7900,No,No,Yes,No,0,No
367693,32,6,1200000,94102,4,Higher Secondary,30100,No,Yes,Yes,Yes,54000,Yes
368094,38,12,530000,95616,2,Bachelor's,0,No,No,Yes,No,0,No
368495,58,32,430000,93943,3,Higher Secondary,0,No,No,No,Yes,14000,No
368896,29,4,590000,95064,4,Higher Secondary,23200,No,No,Yes,Yes,22000,No
369297,43,17,840000,94608,4,Master's and above,28900,Yes,Yes,Yes,Yes,26000,No
369698,50,24,1610000,95133,3,Higher Secondary,21200,No,No,Yes,No,0,Yes
370099,62,37,210000,92691,4,Bachelor's,13700,No,No,Yes,Yes,4000,No
370500,57,32,630000,94111,4,Higher Secondary,0,No,No,Yes,No,0,No
370901,30,3,1720000,91302,3,Bachelor's,0,No,No,No,Yes,34000,Yes
371302,30,4,510000,94709,4,Higher Secondary,17200,No,No,No,Yes,2000,No
371703,57,33,240000,95616,4,Higher Secondary,0,No,No,Yes,No,0,No
372104,57,33,950000,95054,2,Higher Secondary,0,No,No,No,No,0,No
372505,43,18,590000,90048,1,Higher Secondary,25000,No,No,Yes,No,0,No
372906,28,2,510000,90503,4,Bachelor's,0,Yes,No,No,No,0,No
373307,46,22,280000,94720,1,Higher Secondary,8400,No,No,Yes,Yes,10000,No
373708,29,3,1540000,94720,2,Higher Secondary,13000,No,No,No,No,0,No
374109,64,40,150000,91711,2,Master's and above,11500,No,No,Yes,Yes,3000,No
374510,66,36,550000,93023,4,Master's and above,0,No,No,No,Yes,16700,No
374911,23,-1,1490000,91709,1,Higher Secondary,30500,No,No,No,Yes,63300,No
375312,60,36,790000,92120,1,Master's and above,0,No,No,No,Yes,18000,No
375713,47,21,680000,94538,4,Master's and above,0,No,No,No,No,0,No
376114,35,10,780000,94105,1,Bachelor's,0,No,No,Yes,No,0,No
376515,57,32,340000,92507,2,Bachelor's,0,Yes,No,No,No,0,No
376916,65,41,1950000,91711,3,Higher Secondary,0,Yes,Yes,No,Yes,4000,Yes
377317,53,28,1840000,94550,1,Higher Secondary,30300,No,No,Yes,No,0,No
377718,44,20,850000,92192,2,Higher Secondary,0,No,No,Yes,No,0,No
378119,45,20,2000000,90405,2,Higher Secondary,0,No,No,Yes,Yes,88000,No
378520,41,16,640000,92325,3,Master's and above,0,No,No,No,No,0,No
378921,51,27,880000,91116,1,Bachelor's,0,Yes,No,No,Yes,26000,No
379322,27,1,420000,94501,3,Bachelor's,0,No,No,No,No,0,No
379723,31,5,910000,92096,3,Higher Secondary,12600,No,No,Yes,Yes,16000,No
380124,32,6,380000,92868,1,Higher Secondary,0,Yes,Yes,Yes,No,0,No
380525,55,30,280000,95123,1,Bachelor's,0,No,No,No,No,0,No
380926,55,30,320000,91330,4,Master's and above,0,Yes,No,No,No,0,No
381327,42,18,310000,94720,1,Master's and above,0,No,No,No,Yes,3000,No
381728,33,9,220000,93940,4,Bachelor's,10300,No,No,Yes,No,0,No
382129,65,40,950000,95014,3,Bachelor's,13800,No,No,No,Yes,37000,Yes
382530,35,10,740000,90638,4,Higher Secondary,0,No,No,Yes,No,0,No
382931,55,30,220000,92121,1,Bachelor's,9100,No,No,No,Yes,15000,No
383332,28,4,430000,92103,3,Bachelor's,0,No,No,Yes,No,0,No
383733,27,3,430000,91302,1,Master's and above,0,No,No,Yes,No,0,No
384134,51,27,1120000,94720,3,Bachelor's,0,Yes,Yes,Yes,Yes,18000,No
384535,50,23,90000,92064,2,Bachelor's,0,No,No,Yes,No,0,No
384936,58,33,810000,91320,2,Master's and above,0,No,No,Yes,No,0,No
385337,46,20,1310000,95929,1,,25600,No,No,No,Yes,57000,No
385738,62,32,190000,92109,1,Master's and above,0,Yes,No,No,No,0,No
386139,38,13,620000,92093,3,Bachelor's,0,Yes,No,Yes,No,0,No
386540,62,37,190000,95818,4,Bachelor's,12400,Yes,No,No,No,0,No
386941,56,32,80000,93943,2,Higher Secondary,0,No,No,Yes,Yes,3000,No
387342,61,36,1930000,94303,1,Master's and above,20300,No,No,Yes,No,0,Yes
387743,38,13,1290000,92093,4,Higher Secondary,14000,No,No,No,No,0,Yes
388144,55,29,300000,91320,4,Bachelor's,0,No,No,No,Yes,7000,No
388545,30,4,800000,94701,4,Bachelor's,0,No,No,No,No,0,No
388946,41,15,220000,90503,4,Master's and above,0,No,No,No,Yes,15000,No
389347,57,32,330000,91745,1,Bachelor's,0,No,No,Yes,No,0,No
389748,36,11,640000,91355,4,Master's and above,0,No,No,No,No,0,No
390149,55,29,600000,94305,3,Master's and above,8400,No,No,Yes,No,0,No
390550,30,4,810000,92037,1,Master's and above,25900,No,No,Yes,Yes,29000,No
390951,40,16,450000,94720,3,Bachelor's,20400,No,No,Yes,No,0,No
391352,32,6,1120000,95054,4,Bachelor's,0,No,No,Yes,No,0,No
391753,59,34,830000,94105,,Master's and above,0,No,No,Yes,No,0,Yes
392154,44,20,1800000,93943,2,Higher Secondary,52400,No,No,No,Yes,76000,No
392555,51,26,280000,92130,4,Bachelor's,0,Yes,No,Yes,No,0,No
392956,37,12,1690000,91107,2,Master's and above,24900,No,No,Yes,No,0,Yes
393357,59,35,140000,90840,4,Higher Secondary,0,No,No,Yes,No,0,No
393758,37,11,430000,90250,1,Higher Secondary,0,No,No,Yes,No,0,No
394159,56,32,880000,94309,2,Higher Secondary,0,No,No,Yes,No,0,No
394560,55,29,780000,90747,4,Master's and above,0,No,No,No,Yes,26000,No
394961,49,24,680000,94143,1,Bachelor's,16300,No,No,No,No,0,No
395362,46,22,1440000,93611,2,Higher Secondary,0,No,No,Yes,Yes,33000,No
395763,35,9,300000,94114,4,Higher Secondary,16300,No,No,Yes,No,0,No
396164,47,21,1200000,95833,1,Higher Secondary,13500,No,No,No,No,0,No
396565,39,14,240000,94305,2,Bachelor's,0,No,No,No,No,0,No
396966,27,1,780000,92037,4,Master's and above,15700,Yes,No,Yes,No,0,No
397367,62,36,1350000,94301,2,Bachelor's,0,No,No,Yes,No,0,Yes
397768,57,32,440000,91605,2,Master's and above,0,No,No,No,No,0,No
398169,55,30,730000,92675,4,Bachelor's,0,No,No,Yes,No,0,No
398570,55,31,900000,92868,1,Bachelor's,0,No,No,Yes,Yes,27000,No
398971,41,15,580000,94704,3,Master's and above,0,No,No,Yes,No,0,No
399372,57,32,750000,94928,2,Higher Secondary,23600,No,No,Yes,No,0,No
399773,43,19,1740000,92028,3,Master's and above,23100,No,Yes,Yes,Yes,17000,Yes
400174,40,16,500000,92093,2,Higher Secondary,17400,No,No,No,No,0,No
400575,43,18,850000,92703,,Master's and above,28700,No,No,Yes,No,0,No
400976,63,38,540000,90401,3,Higher Secondary,0,No,No,Yes,No,0,No
401377,63,38,830000,92122,2,Higher Secondary,0,No,No,No,No,0,Yes
401778,54,30,240000,94109,4,Higher Secondary,0,Yes,No,No,No,0,No
402179,54,30,450000,95134,4,Bachelor's,20500,No,No,Yes,No,0,No
402580,52,26,680000,92068,1,Master's and above,0,No,No,Yes,Yes,8000,No
402981,50,26,480000,94720,4,Master's and above,0,No,No,No,Yes,1000,No
403382,38,13,1140000,92697,1,Master's and above,0,No,No,Yes,Yes,10000,No
403783,36,12,1420000,90064,3,Bachelor's,0,No,Yes,Yes,Yes,23000,Yes
404184,58,33,520000,94402,3,Bachelor's,0,No,No,No,Yes,5000,No
404585,46,22,1420000,92220,2,Higher Secondary,0,No,No,No,No,0,No
404986,50,25,150000,92173,1,Master's and above,0,No,No,No,No,0,No
405387,46,22,1180000,92120,1,Higher Secondary,15900,No,No,No,Yes,47000,No
405788,53,27,1010000,90245,4,Higher Secondary,0,No,No,Yes,No,0,No
406189,62,36,840000,94609,2,Higher Secondary,0,No,No,Yes,No,0,No
406590,63,39,320000,94998,1,Bachelor's,10000,No,No,No,No,0,No
406991,42,16,640000,94607,3,Master's and above,24700,No,No,No,No,0,No
407392,34,10,810000,94002,4,Higher Secondary,0,No,No,Yes,No,0,No
407793,40,14,280000,94025,4,Master's and above,0,No,No,No,Yes,15000,No
408194,34,9,930000,94608,1,Higher Secondary,0,No,No,Yes,No,0,No
408595,41,15,1850000,91775,1,Bachelor's,0,No,No,No,No,0,Yes
408996,32,8,420000,90650,1,Bachelor's,0,No,No,No,No,0,No
409397,28,3,450000,94305,2,Master's and above,0,No,No,Yes,Yes,16000,No
409798,33,6,490000,92037,2,Bachelor's,21400,No,No,No,No,0,No
410199,46,20,690000,92780,3,Higher Secondary,0,No,No,No,No,0,No
410600,52,27,940000,93106,1,Bachelor's,33300,No,No,Yes,No,0,No
411001,60,35,180000,92120,1,Bachelor's,0,No,No,Yes,Yes,15000,No
411402,59,35,80000,92691,4,Higher Secondary,9100,Yes,No,No,No,0,No
411803,57,32,550000,90717,4,Higher Secondary,10800,No,No,Yes,No,0,No
412204,46,20,850000,95617,2,Master's and above,0,No,No,No,No,0,No
412605,25,1,620000,94720,4,Higher Secondary,22900,No,No,Yes,No,0,No
413006,53,23,650000,95054,4,Master's and above,0,No,No,Yes,No,0,No
413407,38,12,1380000,95112,2,Higher Secondary,0,Yes,No,Yes,No,0,No
413808,63,38,1030000,91103,1,Higher Secondary,0,No,No,Yes,No,0,No
414209,44,19,990000,95064,3,Master's and above,35700,No,No,No,No,0,Yes
414610,50,24,1520000,92220,1,Higher Secondary,0,No,No,Yes,No,0,No
415011,28,3,250000,91330,2,Master's and above,14000,No,No,Yes,No,0,No
415412,27,3,980000,95616,2,Higher Secondary,36100,Yes,Yes,Yes,Yes,25000,No
415813,52,27,390000,94304,2,Bachelor's,16600,No,No,Yes,No,0,No
416214,50,25,400000,95820,1,Bachelor's,0,No,No,Yes,Yes,13000,No
416615,39,13,580000,94551,3,Higher Secondary,16900,No,No,Yes,No,0,No
417016,50,26,1920000,90245,2,Master's and above,30100,No,Yes,Yes,Yes,18000,Yes
417417,60,34,620000,94303,1,Bachelor's,0,No,No,No,No,0,No
417818,30,5,690000,94720,1,Bachelor's,0,Yes,No,Yes,No,0,No
418219,31,5,400000,94305,4,Master's and above,17000,No,No,No,No,0,No
418620,39,15,610000,90018,2,Master's and above,12700,No,No,No,No,0,No
419021,29,3,300000,91745,4,Bachelor's,15700,No,No,No,No,0,No
419422,54,29,290000,90071,1,Bachelor's,9700,No,No,Yes,No,0,No
419823,35,8,410000,92612,2,Bachelor's,0,No,No,Yes,Yes,10000,No
420224,27,3,1180000,95605,1,Bachelor's,0,No,No,Yes,No,0,Yes
420625,45,20,1090000,94117,1,Higher Secondary,36600,No,No,Yes,No,0,No
421026,58,33,1220000,93711,4,Bachelor's,0,No,Yes,Yes,No,0,Yes
421427,62,37,500000,94545,3,Higher Secondary,16900,No,No,Yes,No,0,No
421828,28,4,430000,95616,3,Bachelor's,0,No,No,Yes,No,0,No
422229,32,7,1080000,94550,1,Higher Secondary,0,Yes,No,No,No,0,No
422630,29,4,1100000,92096,4,Master's and above,0,No,No,No,No,0,Yes
423031,41,17,200000,94720,1,Master's and above,0,No,No,Yes,No,0,No
423432,61,35,1120000,90024,4,Master's and above,0,No,No,No,Yes,17000,No
423833,56,32,250000,95403,1,Bachelor's,13600,No,No,Yes,No,0,No
424234,37,12,420000,94720,3,Bachelor's,0,No,No,Yes,Yes,7000,No
424635,60,34,290000,95973,2,Higher Secondary,0,No,No,Yes,No,0,No
425036,49,23,840000,90095,3,Higher Secondary,13400,Yes,No,Yes,No,0,No
425437,43,17,810000,94720,4,Master's and above,0,Yes,No,Yes,No,0,No
425838,53,28,550000,94720,4,Higher Secondary,11900,No,No,Yes,Yes,9000,No
426239,35,11,400000,93106,1,Bachelor's,0,Yes,No,Yes,No,0,No
426640,56,30,1450000,95831,4,Bachelor's,0,No,Yes,Yes,Yes,57000,Yes
427041,41,16,1750000,94304,2,Master's and above,0,No,No,Yes,No,0,Yes
427442,36,6,780000,91107,4,Master's and above,16300,No,No,No,No,0,No
427843,56,32,510000,92780,4,Higher Secondary,0,No,No,No,No,0,No
428244,64,34,500000,95616,4,Master's and above,0,No,No,Yes,No,0,No
428645,51,27,210000,95630,3,Higher Secondary,0,No,No,Yes,No,0,No
429046,49,24,790000,95827,1,Bachelor's,8300,No,No,Yes,Yes,2000,No
429447,43,18,840000,92096,1,Master's and above,0,No,No,No,No,0,No
429848,51,26,340000,94105,4,Bachelor's,0,No,No,No,No,0,No
430249,55,31,730000,94143,4,Bachelor's,0,No,No,No,No,0,No
430650,62,37,900000,95747,3,Higher Secondary,0,No,No,Yes,No,0,No
431051,35,10,230000,94501,4,Master's and above,0,No,No,Yes,No,0,No
431452,53,27,1450000,90095,2,Master's and above,29400,No,Yes,Yes,Yes,61000,Yes
431853,33,7,540000,92886,4,Higher Secondary,14100,Yes,No,No,No,0,No
432254,43,17,490000,95812,3,Bachelor's,10300,No,No,Yes,Yes,22000,No
